client_id,renda,idade,empr̩stimo,renda/emp
1,66155.9250950813,59,8106.53213128514,1
2,34415.1539658196,48,6564.745017677379,1
3,57317.1700630337,63,8020.953296386468,1
4,42709.534200839706,46,6103.642260140699,1
5,66952.68884534019,19,8770.09923520439,1
6,24904.064140282597,57,15.498598437827196,1
7,48430.3596126847,27,5722.58198121271,1
8,24500.1419843175,33,2971.00330971188,1
9,40654.8925372772,55,4755.8252798016,1
10,25075.872770976293,40,1409.23037111453,1
11,64131.4153722487,26,4351.0289707232505,1
12,59436.847122851796,60,9254.24453803174,1
13,61050.3460792825,26,5893.26465933928,1
14,27267.9954580963,62,4759.7875810455,1
15,63061.960174236396,39,1850.36937703064,1
16,28.0,52,36.0,0
17,43548.6547113396,40,3935.5444533423492,1
18,43378.1751943752,61,3277.7375531263,1
19,20542.365072760702,62,3157.442289970661,1
20,58887.3575488105,26,4965.51606626419,1
21,23000.7840017788,32,1148.11805715996,1
22,28.0,52,36.0,0
23,23329.3194137514,49,222.622298697307,1
24,27845.8008938469,52,4959.92122589578,1
25,65301.9840293564,49,5465.26788565462,1
26,47451.6301229596,27,5361.28271628474,1
27,28.0,52,36.0,0
28,45727.4598698132,56,6376.82294883561,1
29,59417.805406265,40,2082.62593812344,1
30,58842.8913080133,55,10871.1867897838,1
31,48528.8527957164,40,6155.78467025544,1
32,23526.3025551103,40,2862.0101387461,1
33,67252.9006074183,38,4221.30315714475,1
34,58886.8512935005,39,7271.552032470578,1
35,57584.9737902172,37,1728.4237547148,1
36,26289.9723066948,21,341.146965986397,1
37,25952.3814707063,58,2109.2007717368697,1
38,32464.091880247,50,4326.70507344396,1
39,60921.0631041788,19,968.836382674606,1
40,26578.5366925411,33,3489.84313638823,1
41,66260.1215578616,33,7035.58910734261,1
42,58787.455239798895,63,4167.78672391926,1
43,62545.7087112591,49,4362.90581198044,1
44,24381.9534475915,25,4227.0189863608,1
45,67852.1058685146,47,5730.588251384711,1
46,41725.6128555164,18,1185.2146998461901,1
47,41896.9715991989,47,4892.209733649001,1
48,44379.7296541743,50,1814.33508159906,1
49,28416.899375151803,58,1788.97373591901,1
50,68427.163111046,46,1658.0702332123599,1
51,35975.7949295454,36,6610.36617887751,1
52,57596.3540980592,29,3344.38440143163,1
53,29681.8830934353,55,1745.87167418898,1
54,51656.938674859695,48,7158.13906028943,1
55,24912.8426820971,49,267.696298601759,1
56,47761.8240681477,50,5549.799127875761,1
57,22248.1792024337,23,4364.9752805952,1
58,29724.4768752716,32,3075.34572793243,1
59,52143.8236744143,21,2393.0996785886,1
60,56577.7228609659,37,5947.42172129888,1
61,37660.770716611296,54,2129.59716481131,1
62,37403.7953955121,48,2044.04704534067,1
63,31652.6937345043,62,5151.07044539045,1
64,32727.700732648398,34,1087.91936375134,1
65,69078.6048118025,25,4076.58391416475,1
66,40622.194872703396,42,4949.90233344449,1
67,37521.0171728395,61,8.01207624713557,1
68,30735.808499157403,22,5946.822296779958,1
69,24857.6948815025,22,2692.1634585589,1
70,33180.2015937865,50,4621.99774242203,1
71,66628.2600886188,52,5992.885092439251,1
72,38564.932129811496,21,5604.16999048292,1
73,33704.5084964484,33,5898.0008931423,1
74,57018.484831787595,45,3507.25216607221,1
75,40526.9027850591,29,2119.98491147902,1
76,50827.9805234633,51,1765.98333716344,1
77,40775.8115953766,60,1922.6100223272501,1
78,55467.15141274031,57,9226.902040898041,1
79,38789.0293891542,61,7650.65520988095,1
80,58074.8401279561,50,7388.02443997422,1
81,57814.1063381918,44,7252.120003970849,1
82,45190.72918221349,54,7893.55988850644,1
83,36801.9071803428,43,5406.34492649729,1
84,68811.7794157006,24,4211.30261071966,1
85,30483.2955286838,34,4514.0097801128495,1
86,44930.39417313409,20,7708.31562497011,1
87,43671.456554438904,26,8066.69786524019,1
88,27612.9148015752,19,1513.62419967009,1
89,53607.326925266505,28,2378.7661730363297,1
90,33036.6831202991,25,958.9798221228019,1
91,64275.834888685495,61,7520.032053087841,1
92,30673.8375034183,59,383.107569352407,1
93,58793.6143088154,56,4391.981053651471,1
94,21053.4906177782,63,754.601882142809,1
95,42095.4222022556,55,1183.70456825763,1
96,50360.6787929311,29,4217.166823074771,1
97,41970.7244774327,63,1622.3173923260401,1
98,51663.41017931701,64,4147.8885848744,1
99,53601.81243624541,20,9601.375482171099,1
100,43439.98872675,24,6879.30600704276,1
101,51461.0531670041,37,7292.264176862579,1
102,41285.1723073982,48,2313.8250047973997,1
103,62895.7497701049,50,2001.28151391029,1
104,57296.1608227342,26,10601.082782855601,1
105,60844.092494808094,46,12072.255757971201,1
106,47634.5495483838,44,141.703817946414,1
107,23998.3236929402,30,3928.3039085182704,1
108,63391.6159672663,35,190.889274816911,1
109,21534.5512190834,44,228.33538696889,1
110,28255.6525128894,36,2109.2427976728,1
111,36496.1339323781,20,165.506090118747,1
112,41631.6662961617,53,106.09074717934999,1
113,68762.4166649766,21,2796.75230312401,1
114,30075.264924671494,29,2628.57792284269,1
115,41302.6741752401,39,1379.91312425834,1
116,39703.759427648,47,2403.4782156904503,1
117,63161.0920350067,60,804.092441476811,1
118,63062.1420964599,27,56.166164387319995,1
119,34507.5279055163,39,1793.75025542512,1
120,27954.7077650204,30,1627.0414050731,1
121,37369.3820601329,35,3783.6011509907507,1
122,43912.062740419104,24,7757.136788699259,1
123,22766.7745016515,29,1429.4017623047,1
124,21603.3057007007,21,178.333870986952,1
125,61952.906688675306,18,3635.6005890215,1
126,36116.3650918752,23,1494.9845683242902,1
127,26157.7772721648,23,2295.81165641849,1
128,26458.3832048811,60,552.398166405428,1
129,69156.3037736341,53,7364.735577645109,1
130,39441.4447643794,47,1034.7588383330901,1
131,60119.0658099949,45,1810.9604596641598,1
132,55613.485460635304,24,4255.2521372008505,1
133,37049.3862358853,29,6056.81721377313,1
134,23122.0649252646,53,4263.49303076889,1
135,48790.1324336417,32,5519.09603957038,1
136,59132.6851560734,48,4575.52763542752,1
137,55305.5748273619,54,8176.70716548325,1
138,26037.4636435881,25,3293.25087871026,1
139,64899.8050298542,38,4654.249217083549,1
140,27089.124317280897,21,5029.48878154619,1
141,45341.4746373892,23,6525.21842259918,1
142,24865.7980747521,37,4439.11615420807,1
143,28239.5432051271,26,4189.83256804479,1
144,52730.0805016421,50,5706.32532253577,1
145,28982.0581488311,39,2898.7618238762293,1
146,36221.2660070509,26,5094.6700842702,1
147,33551.1243715882,59,4333.360862430611,1
148,43891.3559704088,49,5792.906333268112,1
149,45148.885720409504,61,6455.3917717800905,1
150,58481.012161355495,41,5380.56059607515,1
151,69579.9292111769,58,10868.2414720072,1
152,52743.3085651137,44,2684.70067065167,1
153,65635.6615293771,51,12701.603475,1
154,34559.907035436496,29,3317.52987409072,1
155,60218.53152662519,32,3157.9610817063103,1
156,51689.54853899781,46,9881.97600620667,1
157,47541.61433549599,55,1611.21659719418,1
158,62905.793024692684,28,11423.936295348798,1
159,65632.6045794412,47,12498.040454376298,1
160,31847.8537187912,41,2913.7699313302696,1
161,27947.440282441694,58,5514.11742142548,1
162,62246.7272495851,31,406.720769305791,1
163,40154.6885655262,61,6013.15287400369,1
164,58627.5548837148,33,1215.6525598047801,1
165,33441.0510654561,28,5282.728560308379,1
166,55603.7867954001,44,1411.13008049743,1
167,31046.3789664209,29,4907.67408446776,1
168,44708.09987280519,21,2390.8505965863,1
169,23340.2706962079,43,2707.7609389629897,1
170,24830.181971192404,29,2046.685050344789,1
171,31422.7473852225,54,1686.83590183974,1
172,60477.233845740586,60,10711.700895547,1
173,26039.0214901417,49,2056.75238228244,1
174,36186.8480732664,51,1130.7352653068401,1
175,39772.1187258139,44,5492.89368937988,1
176,34730.1640710793,63,818.5084418876918,1
177,23118.4833147563,58,1746.93655902557,1
178,50072.8476257063,33,8088.568018568091,1
179,67465.06238589059,24,1802.61699404161,1
180,38625.6320099346,20,5836.56338145928,1
181,45227.482826449006,27,5521.5074051112,1
182,64901.897734962404,45,9589.83352507197,1
183,40543.9135432243,51,6507.8501914892895,1
184,27793.2667220011,61,382.24890411041497,1
185,61167.774819769,21,10396.6181477631,1
186,64619.6646196768,26,9704.7824094498,1
187,37593.7578664161,54,7274.32562822359,1
188,35032.6495990157,57,135.931684494729,1
189,58364.4649758935,56,5809.8990004484995,1
190,56945.8104134537,46,6388.369826233511,1
191,27204.8485511914,29,3827.8939146126,1
192,21648.261025548,53,3558.52726155765,1
193,31077.8568894602,44,4452.330679191939,1
194,42522.9224073701,54,6790.85026335851,1
195,31769.247718621,45,1148.22143592675,1
196,35556.779911276004,24,6361.97343810153,1
197,52908.824237529196,54,9841.080552709609,1
198,35045.1314053498,29,2382.46677216556,1
199,44488.1644845009,33,2751.08884293104,1
200,41679.9371177331,54,395.000775087053,1
201,54619.9471969157,52,10780.2718821749,1
202,38053.6231258884,26,6110.57279243647,1
203,64718.661776278204,37,1485.07993541129,1
204,43159.0849696659,62,4350.01989674202,1
205,29445.510501973306,28,1758.88186466259,1
206,25817.38988403229,38,4115.4847193336,1
207,66356.8567414768,62,10725.484727782801,1
208,56676.157999318086,47,2278.55434854177,1
209,61000.0427742489,49,2160.78490802133,1
210,58906.2516856939,42,9290.575344923873,1
211,49589.1537214629,43,2627.4054884209,1
212,40141.6035415605,56,845.3663712741251,1
213,31659.7282118164,32,858.511387999185,1
214,62658.221628516905,25,3343.36716094004,1
215,39264.4834984094,37,5255.78828313976,1
216,46643.1264812127,53,6440.8614342257715,1
217,30515.372117515697,20,415.240434973958,1
218,65077.322027646,51,11061.8118946308,1
219,60871.86900433152,61,4844.1722236386995,1
220,25011.103895958506,36,3834.0427822766997,1
221,68407.1855084039,61,597.9440655279531,1
222,43727.439343929305,55,1170.55633399312,1
223,45788.747100159504,41,5894.04131672805,1
224,65705.0108234398,51,1969.794134192889,1
225,32434.7025062889,41,2738.44049607766,1
226,58121.66857533161,27,7531.10124850389,1
227,62498.5072459094,32,3312.8776215380394,1
228,26090.725876856603,48,4255.62639181993,1
229,64780.93853686,20,8402.415585756991,1
230,65588.4034163319,23,7879.738136012421,1
231,65743.7036675401,52,7724.57141377445,1
232,37164.521582890295,47,1445.80218914379,1
233,65176.5297795646,49,2365.28749039987,1
234,34615.542173851296,26,6476.760852061379,1
235,59079.4650535099,59,10326.0897733222,1
236,56267.1716371551,22,7329.243163822592,1
237,34862.8212860785,55,6040.77206183173,1
238,60521.3641002774,45,8035.88317278016,1
239,42276.7829080112,58,8055.305084123921,1
240,38451.1777129956,63,3441.26141621257,1
241,45985.10865354911,54,7382.056426137521,1
242,51000.4224418662,28,778.732695554933,1
243,31523.1077652425,40,5174.57056869183,1
244,28648.676751181494,18,1870.9252528540692,1
245,27514.427963178598,22,3400.91074388565,1
246,27441.0003842786,37,1455.0476020381195,1
247,67709.2415909283,50,5136.81930751016,1
248,38600.7071868517,45,2749.08019063432,1
249,30950.295405928,26,5043.14863656084,1
250,27083.822868298706,61,3286.2128815586602,1
251,21512.7452672459,25,2453.3761214986803,1
252,34796.0035596043,58,443.66653811321197,1
253,27089.3928408623,51,1851.31156299008,1
254,25259.4016306102,40,4341.00808194247,1
255,47007.3135849088,45,4069.40264613646,1
256,20358.665024396,54,1064.68691788658,1
257,67900.2265259624,44,7902.74296522359,1
258,54418.470994569405,55,5630.741220984261,1
259,51288.5546940379,30,6536.96636294544,1
260,28199.601632077203,37,3871.688901934071,1
261,22199.615142308197,60,1498.39091851883,1
262,50514.4696263596,57,2003.65357036953,1
263,34414.2403383739,55,617.538752197269,1
264,37633.087432477594,29,868.1624732744141,1
265,55235.5040726252,47,4910.54765823574,1
266,45587.5518429093,62,8366.61426770219,1
267,52757.7949385159,53,2321.20631423091,1
268,41174.8081259429,52,2888.4447099632202,1
269,25685.535201337203,39,490.742921135624,1
270,28145.302999764703,56,4805.97154908401,1
271,52094.21837236732,41,495.021199154345,1
272,33552.3859760724,25,6054.24412635839,1
273,37400.9337672032,50,1693.13737803293,1
274,21605.7250904851,23,2828.30861825601,1
275,57562.891736160986,57,8508.83539912434,1
276,62288.53960521519,26,10657.1061233567,1
277,22767.264202702798,45,1205.78601273801,1
278,20943.0433274247,20,4098.11578954984,1
279,20622.860097792,30,3518.4526294613,1
280,48436.664631590196,49,5851.4097886154,1
281,27574.634184129503,58,1017.39615953411,1
282,62889.362142887,33,6525.15179253791,1
283,37683.2004915923,56,7414.5528532260305,1
284,54974.455495830596,62,8922.19971681344,1
285,56326.0866724886,40,4816.77607411979,1
286,65670.8834390156,50,3950.870172149721,1
287,50730.7333918288,42,1879.05966237435,1
288,64184.9157912657,46,1854.23961318048,1
289,66179.3241091073,48,3646.9378597936798,1
290,24969.5268040523,45,3595.50194172919,1
291,54925.518266390995,41,554.4883448103379,1
292,67879.2480193079,44,10433.4743453989,1
293,67787.526762113,53,9607.49884661811,1
294,31657.619301695402,38,1448.07198358459,1
295,36559.1350290924,20,3030.26724082269,1
296,57787.565658800304,23,6339.85084448677,1
297,42521.726007107594,48,2661.61251596017,1
298,51935.1806305349,21,5649.452468489761,1
299,45677.8761278838,52,2966.246125205,1
300,51363.5958125815,21,761.422404184785,1
301,27218.561030458706,55,4145.00358705858,1
302,43677.6292207651,33,6739.8585984927895,1
303,21533.595507498798,58,1971.554219965,1
304,28010.190934874103,55,3971.1554788077397,1
305,51589.2827464268,50,56.9909740698165,1
306,50480.952688958496,27,8831.18436544789,1
307,43957.35058235,21,5416.3577980789005,1
308,61878.346551675306,33,567.6687734239409,1
309,60153.3369673416,20,6472.34700724504,1
310,33388.5833434761,62,4551.8768886076705,1
311,41310.4017777368,54,4481.162212528449,1
312,25576.9539321773,52,1922.6566258695493,1
313,51455.0984534435,37,9447.117157424407,1
314,48134.1569265351,48,2075.59611242181,1
315,51348.5273043625,52,1507.89134084423,1
316,20532.8237311915,55,1897.7808208720398,1
317,33297.2140214406,47,3674.741340143471,1
318,55858.5492358543,26,5630.44497235335,1
319,43777.5184796192,20,3601.29968528693,1
320,27789.519056677796,59,186.828073932876,1
321,36132.423875387794,34,99.4495914003405,1
322,20145.9885970689,21,839.8390632084552,1
323,63108.7073870003,43,5757.84899502697,1
324,26581.6145273857,62,5090.39277440685,1
325,62040.889628697194,62,7643.631046107171,1
326,69958.7055412121,31,8755.6919767255,1
327,38082.5195158832,46,4213.46525948758,1
328,45183.054176159196,34,5953.45352370895,1
329,36242.447961121805,39,5688.994849119102,1
330,44527.2589032538,42,4588.472285879389,1
331,40496.2558229454,20,4834.60379766491,1
332,24698.669305071202,49,2427.65078779499,1
333,60560.3055260144,50,1994.6211339084696,1
334,48018.211456947,50,6120.090021073979,1
335,30216.2519586273,27,2116.53731014055,1
336,61742.239950690404,45,8068.3197035124085,1
337,47288.4266683832,62,4004.9888524873695,1
338,24658.8993165642,59,590.598081194187,1
339,64644.3481021561,59,9848.171448939893,1
340,57517.7241396159,52,4536.85720940257,1
341,52945.5477884039,55,6262.00794529651,1
342,36366.990411188504,47,371.040895011703,1
343,62113.7295663357,28,11928.5098562393,1
344,62279.5195016079,27,6801.405892503281,1
345,61799.0849586204,57,5619.21760364769,1
346,50139.7400093265,30,7758.79982277807,1
347,69566.6843489744,53,9875.03718259757,1
348,44897.4883696064,51,5732.39903226614,1
349,22572.3027647473,51,724.193188479234,1
350,37123.0796375312,20,5659.509277874139,1
351,68744.788649492,61,5207.88311679924,1
352,21081.1941814609,52,2395.1653496083604,1
353,58828.2921165228,32,5947.64546828592,1
354,46706.4588610083,19,7084.263509070559,1
355,32312.8533829004,28,228.330803623653,1
356,60778.7650241517,43,10021.0492234587,1
357,30948.0415470898,43,3995.80729495872,1
358,60122.011571656905,63,7189.3507350953405,1
359,43321.6811204329,32,743.86714101317,1
360,47904.3412418105,40,6183.514146370021,1
361,58597.3832453601,53,2588.49026590007,1
362,66091.9059114531,24,8743.509701223791,1
363,47316.7013772763,27,1940.6740439248601,1
364,40872.6397715509,55,5312.49170624282,1
365,35154.4934837148,53,4037.719603747871,1
366,32222.8188090958,62,934.477133128546,1
367,40447.67296174541,22,1072.1926587434698,1
368,48463.2045542821,51,8120.2580899123295,1
369,42843.0991293862,29,839.8690240153253,1
370,50310.422438196794,53,8361.7191002815,1
371,57565.1999609545,38,5353.56165390711,1
372,55066.1829696037,56,9332.70266633384,1
373,46065.948209725306,53,4947.308727595901,1
374,38309.585656970696,55,3545.72397128405,1
375,54472.144756000496,59,10836.3830881501,1
376,58695.0943968259,30,1826.51630229436,1
377,54748.9123116247,32,5438.09369329612,1
378,46328.171917702995,57,7879.67620843062,1
379,49633.327468764,39,7915.31344330937,1
380,66339.78387573731,36,2350.89150808837,1
381,62650.719662196905,33,6425.36536372003,1
382,27646.780053619303,56,3132.1486918114397,1
383,21437.6157545485,46,2563.96087298893,1
384,50648.1984443963,57,7110.755833314191,1
385,29670.6718439236,54,2928.98408763734,1
386,20258.538662456,29,2767.8372998142,1
387,34475.2179738134,42,3162.133837351271,1
388,28926.432463340498,62,750.0671069984869,1
389,20660.6689537875,49,1756.0376249661401,1
390,24987.934092059702,49,3946.89824562224,1
391,29672.5608105771,51,607.909484188127,1
392,23241.5998866782,41,457.19661720842697,1
393,24217.2287590802,24,2104.38432287864,1
394,65574.0933422931,24,3031.24632606192,1
395,55994.4587922655,31,680.619696071219,1
396,67369.3321226165,58,2299.4181716088,1
397,23305.7714928873,28,4521.00431151248,1
398,35195.4663451761,50,2836.98817845671,1
399,27135.07261825729,55,1387.2488010579998,1
400,24037.1651411988,23,2469.36442601101,1
401,51625.3132303245,45,4592.245550450871,1
402,50705.7662634179,53,1096.96707536899,1
403,58079.1569012217,19,11540.045811650703,1
404,62192.4670692533,46,1863.89100271298,1
405,62553.6684109829,64,4641.7047845223715,1
406,68147.9573179968,23,12307.5623225278,1
407,27619.6614070795,48,2774.8327811003196,1
408,65330.1928355359,29,4030.80369209214,1
409,26680.1458364353,48,1671.18492391845,1
410,46104.5989114791,51,2342.47292088101,1
411,44904.59764376281,44,4953.77359939866,1
412,52934.5944337547,50,3248.62771841795,1
413,43509.7577562556,18,7363.03763852006,1
414,22118.3573291637,63,3928.1218464785497,1
415,56275.4100235179,30,2224.8841598973604,1
416,48630.9795337729,27,5862.83302915672,1
417,64272.6999986917,38,4929.87881849349,1
418,24349.002952221803,54,3890.4710496590997,1
419,34332.3152558878,37,1225.72022331307,1
420,64940.241088625,44,8196.93072552584,1
421,30595.7480147481,41,3495.0698810157105,1
422,53422.2162491642,28,7441.75961676144,1
423,69995.6855783239,53,2084.37086090284,1
424,48270.796244032696,45,6232.28039861045,1
425,27028.155587613597,48,331.364308695631,1
426,23519.866091664902,34,2368.3812306499804,1
427,37302.0833986811,35,2366.17424012737,1
428,55601.2718519196,19,10533.4551622879,1
429,62678.6454510875,26,333.441398145797,1
430,41602.4339781143,25,7005.0792919714,1
431,27533.001329284198,47,1551.4202880312,1
432,30594.1765592434,50,118.34214214338499,1
433,47846.9459037296,24,3713.26268829211,1
434,55273.2750005089,25,10282.9974457346,1
435,23086.2554092892,25,1256.4011595099698,1
436,29621.2748787366,32,5575.2536907666,1
437,47533.92094746231,40,6637.770870559039,1
438,62519.184178672695,44,2324.5477054729,1
439,50878.959037363486,45,3257.0126292117493,1
440,58580.9595114551,57,4317.71547822747,1
441,69445.64944598821,29,10643.404179056999,1
442,60929.172351025,60,11146.0744599728,1
443,35496.6654954478,47,168.054785283069,1
444,33572.423497680604,57,3369.37702306496,1
445,55306.9143486209,20,5272.53501398802,1
446,34141.9276362285,47,3371.6643103609003,1
447,40453.8909485564,21,890.93953525642,1
448,69088.7774154544,54,11246.488154757,1
449,30885.6922015548,55,5216.354091171161,1
450,58683.226320426904,25,271.734468486729,1
451,60675.8121564053,40,11617.7489093447,1
452,68460.68002516401,36,949.9566246969208,1
453,63653.8399080746,28,8866.527185298779,1
454,42522.5757574663,18,5036.25528047363,1
455,54140.429133549296,31,7896.2237660972805,1
456,47548.362617380895,48,6153.9365638338295,1
457,24114.012257196002,52,3900.82960084791,1
458,20686.2390902825,33,3052.576690614569,1
459,21412.3086119071,26,2639.7101263171,1
460,69391.1465979181,64,2550.26514748866,1
461,32319.262220989902,43,2733.42055865967,1
462,52862.94713616369,47,9754.15223893674,1
463,48383.2761459053,40,2763.26395484522,1
464,36430.5384038016,38,5855.18559413532,1
465,44268.8940139487,28,6043.14310633161,1
466,63806.3292531297,57,114.49996740621799,1
467,46195.7771726884,32,927.0675938508432,1
468,23743.1607721373,43,3254.74895032068,1
469,22089.8374845274,21,2584.02203777874,1
470,54707.2885138914,44,10255.1901115656,1
471,23203.647187911,59,749.145368410122,1
472,25342.250678222597,40,871.530091132259,1
473,31645.632819272596,32,5193.83819663771,1
474,32306.8084008992,22,3603.3640781354297,1
475,61262.816323433086,49,5564.163603137889,1
476,26388.7272961438,19,1191.33213785363,1
477,53009.4254342839,36,3589.25350629665,1
478,58163.540675304816,59,2237.92776424099,1
479,38665.033928118595,55,6152.00483311834,1
480,25289.047223050096,53,3701.53760172254,1
481,66049.9340319075,29,13172.6812981319,1
482,56282.982525881394,62,8215.55838399949,1
483,35778.6152325571,31,5544.654683502529,1
484,29174.240310676407,19,665.577000121256,1
485,55934.432561043606,61,5643.1798993289685,1
486,32256.8615246564,20,2809.32218484219,1
487,68052.8069194406,29,1415.71826260479,1
488,26957.053870428397,55,4172.98823810663,1
489,48685.04201760519,33,9698.582169129,1
490,38288.0710810423,29,1723.3993728988098,1
491,42468.0208251812,29,1902.26561035478,1
492,55377.7730255388,47,6882.87341589713,1
493,54231.7027854733,21,10156.1423121761,1
494,53283.258706796914,49,4065.2187953051507,1
495,52534.78547558191,47,3810.1318418453498,1
496,47847.515628673085,27,8494.01643069754,1
497,59998.253271915,54,4659.53597585937,1
498,58684.5130124129,32,5415.81741673557,1
499,49114.787932485306,61,6388.85036020661,1
500,57179.40200585871,21,2991.9673507143602,1
501,69395.1164768077,24,11047.684335060701,1
502,43963.7380116619,42,4481.43686080601,1
503,66326.4724705368,41,5602.16002178427,1
504,35886.7268357426,35,843.74909202058,1
505,35578.2341142185,42,3640.8488855601204,1
506,48689.0004295856,37,3859.471822981629,1
507,56510.8353551477,47,9255.43964893025,1
508,50275.8999634534,42,5541.821255211639,1
